Species_ID,Status,Create_time,Modify_time,EDGE_Group,Type,EDGE_rank,Species_class,Species_order,Species_family,Scientific_name,Synonym,Common_name,ED_score,GE_score,EDGE_score,Short_summary,Summary,Other_names,Edgeometer,Possibly_extinct,Focus_species,Search_countries,Generate_countries,Aquatic_regions
720,Publish,NULL,NULL,Amphibians,EDGE,172=,Amphibia,Anura,Ceratophryidae,Telmatobius cirrhacelis,,Loja water frog,11.75853654,CR,5.318789303,,,,,,,Ecuador,,
723,Publish,NULL,NULL,Amphibians,EDGE,172=,Amphibia,Anura,Ceratophryidae,Telmatobius niger,,Black water frog,11.75853654,CR,5.318789303,,,,,,,Ecuador,,
724,Publish,NULL,NULL,Amphibians,EDGE,172=,Amphibia,Anura,Ceratophryidae,Telmatobius vellardi,,Vellard's water frog,11.75853654,CR,5.318789303,,,,,,,Ecuador,,
736,Publish,NULL,NULL,Amphibians,EDGE,190=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus hamiotae,,Nono robber frog,11.13645639,CR,5.26880257,,,,,,,Ecuador,,
1034,Publish,NULL,NULL,Amphibians,EDGE,489,Amphibia,Anura,Bufonidae,Rhaebo caeruleostictus,," \caeruleostictus\"" toad""",10.98095737,EN,4.562760045,,,,,,,Ecuador,,
740,Publish,NULL,NULL,Amphibians,EDGE,195,Amphibia,Anura,Hylidae,Hyloscirtus ptychodactylus,,Pilalo treefrog,10.94661201,CR,5.253036447,,,,,,,Ecuador,,
745,Publish,NULL,NULL,Amphibians,EDGE,196=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus helonotus,,Rio Pitzara robber frog,10.94167147,CR,5.252622809,,,,,,,Ecuador,,
1222,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa chica,,Hotel Zaracay salamander,14.90221941,VU,4.152753046,,,,,,,Ecuador ,,
1234,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa palmata,,Amazon mushroomtongue salamander,14.90221941,VU,4.152753046,,,,,,,Ecuador ,,
1237,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa sima,,Northwestern mushroomtongue salamander,14.90221941,VU,4.152753046,,,,,,,Ecuador ,,
1024,Publish,NULL,NULL,Amphibians,EDGE,479=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus sobetes,,Sobetes robber frog,11.13645639,EN,4.57565539,,,,,,,Ecuador ,,
1025,Publish,NULL,NULL,Amphibians,EDGE,479=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus surdus,,Cloud forest robber frog,11.13645639,EN,4.57565539,,,,,,,Ecuador ,,
1027,Publish,NULL,NULL,Amphibians,EDGE,482=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus orestes,,Urdaneta robber frog,11.03476807,EN,4.567241342,,,,,,,Ecuador ,,
1028,Publish,NULL,NULL,Amphibians,EDGE,482=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus simonbolivari,,Simon's robber frog,11.03476807,EN,4.567241342,,,,,,,Ecuador ,,
1029,Publish,NULL,NULL,Amphibians,EDGE,482=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus vidua,,Mountain crest robber frog,11.03476807,EN,4.567241342,,,,,,,Ecuador ,,
1032,Publish,NULL,NULL,Amphibians,EDGE,486=,Amphibia,Anura,Hylidae,Phyllomedusa ecuatoriana,,Agua Rica leaf frog,11.00886264,EN,4.565086472,,,,,,,Ecuador ,,
1037,Publish,NULL,NULL,Amphibians,EDGE,490=,Amphibia,Anura,Hylidae,Hyloscirtus staufferorum,,Jondachi treefrog,10.94661201,EN,4.559889266,,,,,,,Ecuador ,,
1043,Publish,NULL,NULL,Amphibians,EDGE,497=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus crenunguis,,Spring robber frog,10.85513967,EN,4.552203043,,,,,,,Ecuador ,,
1045,Publish,NULL,NULL,Amphibians,EDGE,497=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus rubicundus,,Trench robber frog,10.85513967,EN,4.552203043,,,,,,,Ecuador ,,
1047,Publish,NULL,NULL,Amphibians,EDGE,497=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus tenebrionis,,Hotel robber frog,10.85513967,EN,4.552203043,,,,,,,Ecuador ,,
1051,Publish,NULL,NULL,Amphibians,EDGE,506=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus devillei,,De Ville's robber frog,10.77389169,EN,4.545326053,,,,,,,Ecuador ,,
1054,Publish,NULL,NULL,Amphibians,EDGE,506=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus truebae,,"\truebae\"" robber frog""",10.77389169,EN,4.545326053,,,,,,,Ecuador ,,
1338,Publish,NULL,NULL,Amphibians,EDGE,793=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus ernesti,,Ernest's robber frog,10.77389169,VU,3.852178872,,,,,,,Ecuador ,,
1340,Publish,NULL,NULL,Amphibians,EDGE,793=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus vertebralis,,Vertebral robber frog,10.77389169,VU,3.852178872,,,,,,,Ecuador ,,
1056,Publish,NULL,NULL,Amphibians,EDGE,511=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus cryophilius,,San Vincente robber frog,10.6970633,EN,4.538779352,,,,,,,Ecuador ,,
1057,Publish,NULL,NULL,Amphibians,EDGE,511=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus gentryi,,"\gentryi\"" robber frog""",10.6970633,EN,4.538779352,,,,,,,Ecuador ,,
1060,Publish,NULL,NULL,Amphibians,EDGE,511=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus gladiator,,Papallacta Valley robber frog,10.6970633,EN,4.538779352,,,,,,,Ecuador ,,
1062,Publish,NULL,NULL,Amphibians,EDGE,511=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus pyrrhomerus,,Lynch's Pilalo robber frog,10.6970633,EN,4.538779352,,,,,,,Ecuador ,,
1343,Publish,NULL,NULL,Amphibians,EDGE,796=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus floridus,,"\floridus\"" robber frog""",10.6970633,VU,3.845632171,,,,,,,Ecuador ,,
1323,Publish,NULL,NULL,Amphibians,EDGE,778,Amphibia,Anura,Hylidae,Agalychnis litodryas,,Pink-sided treefrog,11.05722562,VU,3.875958478,,,,,,,"Ecuador 
Panama ",,
1325,Publish,NULL,NULL,Amphibians,EDGE,779=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus pataikos,,"\pataikos\"" robber frog""",11.03476807,VU,3.874094161,,,,,,,"Ecuador 
Peru ",,
1059,Publish,NULL,NULL,Amphibians,EDGE,511=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus festae,,Espada's robber frog,10.6970633,EN,4.538779352,,,,,,,"Ecuador
Peru",,
923,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa salvinii,,Salvin's mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,"El Salvador 
Guatemala ",,
1030,Publish,NULL,NULL,Amphibians,EDGE,485,Amphibia,Anura,Microhylidae,Hypopachus barberi,,Barber's sheep frog,23.0398114,VU,4.566005625,,,,,,,"El Salvador 
Guatemala 
Honduras 
Mexico ",,
665,Publish,NULL,NULL,Amphibians,EDGE,113=,Amphibia,Caudata,Plethodontidae,Bolitoglossa heiroreias,,Holy mountain salamander,14.90221941,CR,5.539047407,,,,,,,"El Salvador
Guatemala",,
664,Publish,NULL,NULL,Amphibians,EDGE,113=,Amphibia,Caudata,Plethodontidae,Bolitoglossa synoria,,"\synoria\"" mushroomtongue salamander""",14.90221941,CR,5.539047407,,,,,,,"El Salvador
Honduras",,
816,Publish,NULL,NULL,Amphibians,EDGE,270=,Amphibia,Anura,Arthroleptidae,Leptodactylodon stevarti,,"\stevarti\"" egg frog""",18.31145995,EN,5.040140241,,,,,,,"Equatorial Guinea
Gabon",,
13,Publish,NULL,10/07/2012 16:43,Mammals,EDGE,66,Mammalia,Perissodactyla,Equidae,Equus asinus,Equus africanus,African Wild Ass,11.56736878,CR,5.3036924,"Domestic donkeys are now found all over the world, yet only a few hundred of their wild ancestors survive.",,,Active,N,N,Eritrea; Ethiopia; Somalia,Aruba,
1428,Publish,30/09/2010 02:27,15/08/2011 01:37,Mammals,EDGE,71,Mammalia,Rodentia,Muridae,Nilopegamys plumbeus,Colomys goslingi,Ethiopian Water Mouse,11.02530903,CR,5.25960224,"The only African mouse adapted for swimming, this unique species may already be extinct.",,Ethiopian Amphibious Rat,None,Y,N,Ethiopia,,
905,Publish,NULL,NULL,Amphibians,EDGE,358=,Amphibia,Anura,Arthroleptidae,Leptopelis susanae,,Susana's forest treefrog,15.00707389,EN,4.852472284,,,,,,,Ethiopia ,,
1217,Publish,NULL,NULL,Amphibians,EDGE,669=,Amphibia,Anura,Arthroleptidae,Leptopelis ragazzii,,Shoa forest treefrog,15.00707389,VU,4.159325104,,,,,,,Ethiopia ,,
1219,Publish,NULL,NULL,Amphibians,EDGE,669=,Amphibia,Anura,Arthroleptidae,Leptopelis vannutellii,,Dime forest treefrog,15.00707389,VU,4.159325104,,,,,,,Ethiopia ,,
1050,Publish,NULL,NULL,Amphibians,EDGE,505,Amphibia,Anura,Ceratobatrachidae,Platymantis vitiana,,Fijian ground frog,10.81428761,EN,4.548751155,,,,,,,Fiji ,,
1376,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,280,Amphibia,Anura,Alytidae,Discoglossus montalentii,,Corsican painted frog,78.76488413,NT,5.07223054,Painted frogs have elaborate markings and patterns.,,,,N,N,France,,
1008,Publish,NULL,NULL,Amphibians,EDGE,463=,Amphibia,Caudata,Salamandridae,Salamandra lanzai,,Large alpine salamander,24.27175349,VU,4.61598167,,,,,,,"France 
Italy",,
1389,Publish,23/02/2010 18:44,23/02/2010 18:44,Amphibians,Other,868,Amphibia,Anura,Pelodytidae,Pelodytes punctatus,"Rana punctata, Rana plicata, Rana daudini, Bominator plicatus, Ostetricans punctatus, Alytes punctatus, Cystignathus punctatus, Pelodytes plicatus, Pelodytes daudini",Common parsley frog,86.77547996,LC,4.47478219,A speckly frog that smells like garlic.,,"Parsley frog, mud-diver, spotted mud frog, sapillo moteado común (Spanish)",,N,N,"France, Italy, Portugal, Spain",,
834,Publish,NULL,NULL,Amphibians,EDGE,288=,Amphibia,Caudata,Salamandridae,Mertensiella caucasica,,Caucasian salamander,36.70371268,VU,5.01605293,,,,,,,"Georgia
Turkey",,
574,Publish,NULL,NULL,Amphibians,EDGE,29,Amphibia,Anura,Petropedetidae,Conraua derooi,,Togo Slippery Frog,27.39962938,CR,6.118964817,"A close relative of the world&lsquo;s largest frog (the Goliath frog), although it is barely a quarter the size.",,,None,Y,N,"Ghana
Togo",,
1010,Publish,NULL,NULL,Amphibians,EDGE,465,Amphibia,Caudata,Salamandridae,Lyciasalamandra helverseni,,"\helverseni\"" salamander""",24.15642167,VU,4.61140756,,,,,,,Greece ,,
726,Publish,NULL,NULL,Amphibians,EDGE,181=,Amphibia,Caudata,Salamandridae,Lyciasalamandra luschani,,Lycian salamander,24.15642167,EN,5.30455474,,,,,,,"Greece
Turkey",,
588,Publish,NULL,NULL,Amphibians,EDGE,43,Amphibia,Caudata,Plethodontidae,Cryptotriton monzoni,,Monzón's Moss Salamander,20.48277059,CR,5.839839968,This little-known species has only been seen once in the late 1990s.,,,None,N,N,Guatemala,,
589,Publish,NULL,NULL,Amphibians,EDGE,43,Amphibia,Caudata,Plethodontidae,Dendrotriton cuchumatanus,,Cuchumatanas Bromeliad Salamander,20.48277059,CR,5.839839968,This species is found living under moss and bark on large fallen trees.,,,None,N,N,Guatemala,,
762,Publish,NULL,NULL,Amphibians,EDGE,214=,Amphibia,Caudata,Plethodontidae,Cryptotriton veraepacis,,Baja Verapaz salamander,20.48277059,EN,5.146692788,,,,,,,Guatemala,,
763,Publish,NULL,NULL,Amphibians,EDGE,214=,Amphibia,Caudata,Plethodontidae,Dendrotriton bromeliacius,,Volcan Tajumulco bromeliad salamander,20.48277059,EN,5.146692788,,,,,,,Guatemala,,
764,Publish,NULL,NULL,Amphibians,EDGE,214=,Amphibia,Caudata,Plethodontidae,Dendrotriton rabbi,,Guatemalan bromeliad salamander,20.48277059,EN,5.146692788,,,,,,,Guatemala,,
822,Publish,NULL,NULL,Amphibians,EDGE,272=,Amphibia,Caudata,Plethodontidae,Oedipina stenopodia,,"\stenopodia\"" worm salamander""",18.26594238,EN,5.037780435,,,,,,,Guatemala,,
637,Publish,NULL,NULL,Amphibians,EDGE,89,Amphibia,Caudata,Plethodontidae,Pseudoeurycea exspectata,,Jalapa False Brook Salamander,16.50208564,CR,5.634908775,Found within rotting logs and bromeliads this species is fast becoming very rare.,,Jalapa Mexican slender salamander,None,N,N,Guatemala,,
662,Publish,NULL,NULL,Amphibians,EDGE,113,Amphibia,Caudata,Plethodontidae,Bolitoglossa jacksoni,,Jackson's mushroomtongue salamander,14.90221941,CR,5.539047407,,,,,,,Guatemala,,
916,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa meliana,,Mexican mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,Guatemala ,,
911,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa dunni,,Dunn's mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,"Guatemala 
Honduras",,
918,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa odonnelli,,O'Donnell's salamander,14.90221941,EN,4.845900227,,,,,,,"Guatemala 
Honduras",,
865,Publish,NULL,NULL,Amphibians,EDGE,316=,Amphibia,Caudata,Plethodontidae,Pseudoeurycea brunnata,,Brown false brook salamander,16.50208564,EN,4.941761595,,,,,,,"Guatemala 
Mexico",,
870,Publish,NULL,NULL,Amphibians,EDGE,316=,Amphibia,Caudata,Plethodontidae,Pseudoeurycea goebeli,,Goebel's false brook salamander,16.50208564,EN,4.941761595,,,,,,,"Guatemala 
Mexico",,
912,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa engelhardti,,Engelhardt's mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,"Guatemala 
Mexico",,
926,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa stuarti,,Stuart's mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,"Guatemala 
Mexico",,
1232,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa mulleri,,Muller's mushroomtongue salamander,14.90221941,VU,4.152753046,,,,,,,"Guatemala 
Mexico",,
1235,Publish,NULL,NULL,Amphibians,EDGE,676=,Amphibia,Caudata,Plethodontidae,Bolitoglossa rostrata,,Longnose mushroomtongue salamander,14.90221941,VU,4.152753046,,,,,,,"Guatemala 
Mexico",,
913,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa flavimembris,,Yellow-legged mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,"Guatemala 
Mexico ",,
914,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa franklini,,Franklin's mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,"Guatemala 
Mexico ",,
1408,Publish,30/09/2010 02:27,19/11/2010 14:14,Mammals,EDGE,62,Mammalia,Chiroptera,Hipposideridae,Hipposideros lamottei,,Lamotte's Roundleaf Bat,11.8752596,CR,5.32789633,"These bats are believed to fly with their mouths closed, emitting ultrasonic pulses their elaborately modified noses.","As is suggested by the name, this species is characterized by elaborate modifications of the nose and muzzle, forming leaf-like projections that are thought to help focus echolocation signals emitted through the nose.",,None,N,N,Guinea,,
881,Publish,NULL,NULL,Amphibians,EDGE,336=,Amphibia,Anura,Arthroleptidae,Arthroleptis crusculum,,Guinea screeching frog,16.09401835,EN,4.91817014,,,,,,,Guinea ,,
1388,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,1015,Amphibia,Anura,Pipidae,Pseudhymenochirus merlini,Hymenochirus merlini,Merlin’s clawed frog,73.7768672,LC,4.314508575,Clawed frogs shred their prey with their feet.,,,,N,N,"Guinea, Guinea-Bissau, Sierra Leone",,
1314,Publish,NULL,NULL,Amphibians,EDGE,769=,Amphibia,Anura,Cryptobatrachidae,Stefania ackawaio,,Ackawaio Stefania treefrog,11.29360602,VU,3.895373653,,,,,,,Guyana ,,
1315,Publish,NULL,NULL,Amphibians,EDGE,769=,Amphibia,Anura,Cryptobatrachidae,Stefania ayangannae,,Ayanganna Stefania treefrog,11.29360602,VU,3.895373653,,,,,,,Guyana ,,
1316,Publish,NULL,NULL,Amphibians,EDGE,769=,Amphibia,Anura,Cryptobatrachidae,Stefania coxi,,Cox's Stefania treefrog,11.29360602,VU,3.895373653,,,,,,,Guyana ,,
1381,Publish,23/02/2010 16:04,23/02/2010 16:04,Amphibians,Other,872,Amphibia,Gymnophiona,Rhinatrematidae,Epicrionops niger,"Epicrionops nigrus, Rhinatrema nigrum",Black caecilian,86.4613856,LC,4.471197389,This amphibian looks like a dark snake with cream spots for eyes.,,,,N,N,"Guyana, Venezuela",,
674,Publish,NULL,NULL,Amphibians,EDGE,129=,Amphibia,Anura,Brachycephalidae,Pelorius chlorophenax,,False green robber frog,13.88688462,CR,5.473069321,,,,,,,Haiti,,
676,Publish,NULL,NULL,Amphibians,EDGE,129=,Amphibia,Anura,Brachycephalidae,Pelorius parapelates,,Casillon robber frog,13.88688462,CR,5.473069321,,,,,,,Haiti,,
708,Publish,NULL,NULL,Amphibians,EDGE,163,Amphibia,Anura,Brachycephalidae,Eleutherodactylus lamprotes,,Castillon robber frog,12.15577132,CR,5.349449268,,,,,,,Haiti,,
735,Publish,NULL,NULL,Amphibians,EDGE,190=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus bakeri,,Baker's robber frog,11.13645639,CR,5.26880257,,,,,,,Haiti,,
742,Publish,NULL,NULL,Amphibians,EDGE,196=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus corona,,Caye Paul robber frog,10.94167147,CR,5.252622809,,,,,,,Haiti,,
743,Publish,NULL,NULL,Amphibians,EDGE,196=,Amphibia,Anura,Brachycephalidae,Eleutherodactylus eunaster,,Les Cayes robber frog,10.94167147,CR,5.252622809,,,,,,,Haiti,,
5,Publish,NULL,09/07/2012 10:32,Mammals,EDGE,7,Mammalia,Soricomorpha,Solenodontidae,Solenodon paradoxus,,Hispaniolan Solenodon,61.69215212,EN,6.21767782,This ancient insectivore has modified incisors which enable it to inject venom into its prey like a snake.,This ancient insectivore has modified incisors which enable it to inject venom into its prey like a snake.,Haitian Solenodon,Limited,N,Y,"Haiti, Dominican Republic",American Samoa,
761,Publish,NULL,NULL,Amphibians,EDGE,214=,Amphibia,Caudata,Plethodontidae,Cryptotriton nasalis,,Cortes salamander,20.48277059,EN,5.146692788,,,,,,,Honduras,,
765,Publish,NULL,NULL,Amphibians,EDGE,214=,Amphibia,Caudata,Plethodontidae,Dendrotriton sanctibarbarus,,"\sanctibarbarus\"" bromeliad salamander""",20.48277059,EN,5.146692788,,,,,,,Honduras,,
774,Publish,NULL,NULL,Amphibians,EDGE,229=,Amphibia,Caudata,Plethodontidae,Nototriton barbouri,,Yoro salamander,19.59486859,EN,5.104483489,,,,,,,Honduras,,
775,Publish,NULL,NULL,Amphibians,EDGE,229=,Amphibia,Caudata,Plethodontidae,Nototriton limnospectator,,"\limnospectator\"" salamander""",19.59486859,EN,5.104483489,,,,,,,Honduras,,
817,Publish,NULL,NULL,Amphibians,EDGE,272=,Amphibia,Caudata,Plethodontidae,Oedipina gephyra,,La Fortuna worm salamander,18.26594238,EN,5.037780435,,,,,,,Honduras,,
659,Publish,NULL,NULL,Amphibians,EDGE,113,Amphibia,Caudata,Plethodontidae,Bolitoglossa carri,,Cloud forest salamander,14.90221941,CR,5.539047407,,,,,,,Honduras,,
660,Publish,NULL,NULL,Amphibians,EDGE,113,Amphibia,Caudata,Plethodontidae,Bolitoglossa decora,,Monte Escondido salamander,14.90221941,CR,5.539047407,,,,,,,Honduras,,
661,Publish,NULL,NULL,Amphibians,EDGE,113,Amphibia,Caudata,Plethodontidae,Bolitoglossa diaphora,,El Cusuco Salamander,14.90221941,CR,5.539047407,,,,,,,Honduras,,
663,Publish,NULL,NULL,Amphibians,EDGE,113,Amphibia,Caudata,Plethodontidae,Bolitoglossa longissima,,"\longissima\"" mushroomtongue salamander""",14.90221941,CR,5.539047407,,,,,,,Honduras,,
666,Publish,NULL,NULL,Amphibians,EDGE,113=,Amphibia,Caudata,Plethodontidae,Bolitoglossa oresbia,,"\oresbia\"" mushroomtongue salamander""",14.90221941,CR,5.539047407,,,,,,,Honduras,,
704,Publish,NULL,NULL,Amphibians,EDGE,158=,Amphibia,Anura,Leptodactylidae,Leptodactylus silvanimbus,,Honduras white-lipped frog,12.52879158,CR,5.377408847,,,,,,,Honduras,,
598,Publish,NULL,NULL,Amphibians,EDGE,53,Amphibia,Caudata,Plethodontidae,Nototriton lignicola,,Cerro de En Medio Moss Salamander,19.59486859,CR,5.797630669,"Unlike in most lungless salamanders, females of this species do not guard their eggs.",,,Limited,N,N,Honduras ,,
908,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa celaque,,Celaque mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,Honduras ,,
910,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa conanti,,Conant's mushroomtongue salamander,14.90221941,EN,4.845900227,,,,,,,Honduras ,,
921,Publish,NULL,NULL,Amphibians,EDGE,362=,Amphibia,Caudata,Plethodontidae,Bolitoglossa porrasorum,,"\porrasorum\"" mushroomtongue salamander""",14.90221941,EN,4.845900227,,,,,,,Honduras ,,
878,Publish,NULL,NULL,Amphibians,EDGE,333=,Amphibia,Anura,Megophryidae,Xenophrys brachykolos,,Short-legged horned toad,16.31848456,EN,4.931215945,,,,,,,Hong Kong ,,
549,Publish,NULL,16/04/2012 14:29,Amphibians,EDGE,4,Amphibia,Anura,Sooglossidae,Nasikabatrachus sahyadrensis,,Purple frog,107.5039925,EN,6.766228512,"Described in 2003, this species is the sole member of the first new frog family to be discovered since 1926!","Described in 2003, this species is the sole member of the first new frog family to be discovered since 1926!",Pignose frog,Limited,N,Y,India,,
602,Publish,NULL,NULL,Amphibians,EDGE,57,Amphibia,Anura,Microhylidae,Melanobatrachus indicus,,Black Microhylid Frog,38.92635844,EN,5.76647826,"The closest relatives of this Indian species live in Tanzania, Africa.",,Kerala hills frog; Malabar black narrow-mouthed frog; Black narrow-mouthed frog.,Limited,N,N,India,,
711,Publish,NULL,NULL,Amphibians,EDGE,166=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus aliciae,,Alicia's night frog,24.53342589,EN,5.319429955,,,,,,,India,,
712,Publish,NULL,NULL,Amphibians,EDGE,166=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus beddomii,,Beddome's night frog,24.53342589,EN,5.319429955,,,,,,,India,,
713,Publish,NULL,NULL,Amphibians,EDGE,166=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus hussaini,,"\hussaini\"" night frog""",24.53342589,EN,5.319429955,,,,,,,India,,
714,Publish,NULL,NULL,Amphibians,EDGE,166=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus minor,,Kerala night frog,24.53342589,EN,5.319429955,,,,,,,India,,
715,Publish,NULL,NULL,Amphibians,EDGE,166=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus sanctipalustris,,Coorg night frog,24.53342589,EN,5.319429955,,,,,,,India,,
716,Publish,NULL,NULL,Amphibians,EDGE,166=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus vasanthi,,Kalakad wrinkled frog,24.53342589,EN,5.319429955,,,,,,,India,,
777,Publish,NULL,NULL,Amphibians,EDGE,232=,Amphibia,Anura,Microhylidae,Ramanella mormorata,,Indian dot frog,19.26718839,EN,5.088444785,,,,,,,India,,
631,Publish,NULL,NULL,Amphibians,EDGE,86,Amphibia,Anura,Micrixalidae,Micrixalus kottigeharensis,,Kottigehar Bush Frog,16.84349903,CR,5.654227964,This frog belongs to a family which diverged 5 million years before the extinction of the dinosaurs.,,Kottigehar bubble-nest frog.,None,N,N,India,,
632,Publish,NULL,NULL,Amphibians,EDGE,87,Amphibia,Anura,Ranixalidae,Indirana gundia,,Gundia Indian Frog,16.8241256,CR,5.653141633,"Belonging to a very small family, the Gundia Indian frog is a little-known ground-dwelling forest species.",,Gundia frog; Dubaias&rsquo;s frog.,None,N,N,India,,
633,Publish,NULL,NULL,Amphibians,EDGE,87,Amphibia,Anura,Ranixalidae,Indirana phrynoderma,"Ranixalus phrynoderma, Rana phrynoderma",Kerala Indian Frog,16.8241256,CR,5.653141633,This species is sometimes called the 'toad-skinned frog' because of its warty skin.,,Kerala frog; Toad-skinned frog.,Limited,N,N,India,,
655,Publish,NULL,NULL,Amphibians,EDGE,110,Amphibia,Anura,Dicroglossidae,Ingerana charlesdarwini,,Charles Darwin's frog,15.44504153,CR,5.572612727,,,,,,,India,,
681,Publish,NULL,NULL,Amphibians,EDGE,136,Amphibia,Anura,Dicroglossidae,Fejervarya murthii,,Ghats wart frog,13.61911372,CR,5.454918554,,,,,,,India,,
486,Publish,NULL,15/08/2011 01:37,Mammals,EDGE,97,Mammalia,Rodentia,Muridae,Cremnomys elvira,Rattus elvira,Large Rock Rat,9.53210943,CR,5.12701735,"This poorly known rat has an extremely limited range, and is greatly threatened by the loss of its forest habitat.",,Elvira Rat,None,N,N,India,,
293,Publish,NULL,17/08/2011 13:54,Mammals,EDGE,98,Mammalia,Rodentia,Muridae,Millardia kondana,,Kondana soft-furred Rat,9.29954358,CR,5.1046883,"This large, soft-furred rat is known only from a single locality in an area subject to intensive environmental disturbance.",,"Kondana Rat, Kondana Soft-furred Rat, Large Metad",None,N,N,India,,
136,Publish,NULL,22/11/2010 16:37,Mammals,EDGE,100,Mammalia,Carnivora,Viverridae,Viverra civettina,,Malabar Civet,9.18937354,CR,5.09393409,This elusive and little studied species now numbers less than 250 individuals.,"The Malabar civet is possibly one of the Western Ghats’ rarest and most threatened mammals. This small, dog like carnivore has been pushed to the brink of extinction by hunting and habitat loss. Once widespread in the Western Ghats, the species was declared possibly extinct in 1978. Although it was rediscovered nine years later, it has never been photographed and there has been no published proof of its continued survival for over a decade. If the species survives at all, it is likely to be as a series of relic populations, largely confined to thickets in cashew nut plantations.",Malabar Large-spotted Civet,None,Y,N,India ,Mauritania,
985,Publish,NULL,NULL,Amphibians,EDGE,440=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus deccanensis,,Anamallai night frog,24.53342589,VU,4.626282774,,,,,,,India ,,
986,Publish,NULL,NULL,Amphibians,EDGE,440=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus humayuni,,Bombay night frog,24.53342589,VU,4.626282774,,,,,,,India ,,
987,Publish,NULL,NULL,Amphibians,EDGE,440=,Amphibia,Anura,Nyctibatrachidae,Nyctibatrachus major,,Malabar night frog,24.53342589,VU,4.626282774,,,,,,,India ,,
1100,Publish,NULL,NULL,Amphibians,EDGE,554=,Amphibia,Anura,Microhylidae,Ramanella triangularis,,Malabar dot frog,19.26718839,VU,4.395297604,,,,,,,India ,,
